name, PosX, PosY, PosZ, ScaleX, ScaleY, ScaleZ, RotX, RotY, RotZ
Block,3,0,3,4,2,4,0,0,0,,
Block,3,0,-7,4,2,4,0,0,0,,
Block,15.5,2,5.5,1,2,1,0,0,0,,
Block,7,0,7,4,2,4,0,0,0,,
Block,15.5,2,-5.5,1,2,1,0,0,0,,
Block,-7,0,7,4,2,4,0,0,0,,
Block,-3,0,-3,4,2,4,0,0,0,,
Block,-16,0,0,2,2,6,0,0,0,,
Block,-11,0,11,4,2,4,0,0,0,,
Block,-7,0,-7,4,2,4,0,0,0,,
Block,-3,0,0,4,2,2,0,0,0,,
Block,7,0,11,4,2,4,0,0,0,,
Block,-15.5,2,5.5,1,2,1,0,0,0,,
Block,-15.5,2,-5.5,1,2,1,0,0,0,,
Block,-11,0,7,4,2,4,0,0,0,,
Block,3,0,-3,4,2,4,0,0,0,,
Block,-7,0,4,4,2,2,0,0,0,,
Block,-6,0,0,2,2,6,0,0,0,,
Block,-11,0,4,4,2,2,0,0,0,,
Block,-7,0,-4,4,2,2,0,0,0,,
Block,-11,0,-4,4,2,2,0,0,0,,
Block,11,0,4,4,2,2,0,0,0,,
Block,11,0,-4,4,2,2,0,0,0,,
Block,7,0,-4,4,2,2,0,0,0,,
Block,6,0,0,2,2,6,0,0,0,,
Block,3,0,7,4,2,4,0,0,0,,
Block,11,0,7,4,2,4,0,0,0,,
Block,7,0,4,4,2,2,0,0,0,,
Block,7,0,-7,4,2,4,0,0,0,,
Block,11,0,11,4,2,4,0,0,0,,
Block,-3,0,3,4,2,4,0,0,0,,
Block,-3,0,11,4,2,4,0,0,0,,
Block,16.5,2,0,1,2,12,0,0,0,,
Block,-7,0,-11,4,2,4,0,0,0,,
Block,15,0,-6,4,2,6,0,0,0,,
Block,3,0,0,4,2,2,0,0,0,,
Block,-3,0,-7,4,2,4,0,0,0,,
Block,3,0,11,4,2,4,0,0,0,,
Block,0,0,-9,2,2,8,0,0,0,,
Block,0,0,0,2,2,2,0,0,0,,
Block,3,0,-11,4,2,4,0,0,0,,
Block,0,0,-3,2,2,4,0,0,0,,
Block,7,0,-11,4,2,4,0,0,0,,
Block,0,0,3,2,2,4,0,0,0,,
Block,-7,0,11,4,2,4,0,0,0,,
Block,0,0,9,2,2,8,0,0,0,,
Block,-3,0,-11,4,2,4,0,0,0,,
Block,-16.5,2,0,1,2,12,0,0,0,,
Block,-3,0,7,4,2,4,0,0,0,,
Block,-11,0,-11,4,2,4,0,0,0,,
Block,11,0,-11,4,2,4,0,0,0,,
Block,16,0,0,2,2,6,0,0,0,,
Block,-11,0,-7,4,2,4,0,0,0,,
Block,11,0,-7,4,2,4,0,0,0,,
Block,15,0,6,4,2,6,0,0,0,,
Block,-15,0,-6,4,2,6,0,0,0,,
Block,-15,0,6,4,2,6,0,0,0,,
BreakableBlock,9,0,0,4,2,2,0,0,0,0,0,
BreakableBlock,9,0,-2,4,2,2,0,0,0,0,0,
BreakableBlock,13,0,0,4,2,2,0,0,0,0,0,
BreakableBlock,-9,0,2,4,2,2,0,0,0,0,0,
BreakableBlock,9,0,2,4,2,2,0,0,0,0,0,
BreakableBlock,-13,0,-2,4,2,2,0,0,0,0,0,
BreakableBlock,-13,0,2,4,2,2,0,0,0,0,0,
BreakableBlock,13,0,2,4,2,2,0,0,0,0,0,
BreakableBlock,13,0,-2,4,2,2,0,0,0,0,0,
BreakableBlock,-9,0,0,4,2,2,0,0,0,0,0,
BreakableBlock,-13,0,0,4,2,2,0,0,0,0,0,
BreakableBlock,-9,0,-2,4,2,2,0,0,0,0,0,
Bumper,0,2,0,2,2,2,0,0,0,,
CameraArea,5,20,
FallDecision,0,10,40,120,10,70,90,0,0,,
FallDecision,-45,10,0,70,10,70,0,0,270,,
FallDecision,0,10,-40,120,10,70,270,0,0,,
FallDecision,0,-30,0,120,10,120,0,0,0,,
FallDecision,0,50,0,120,10,120,0,0,0,,
FallDecision,45,10,0,70,10,70,0,0,90,,
Fencing,-12,0,-15,2,2,4,0,0,0,5,5,
Fencing,-7,0,-15,8,2,4,0,0,0,5,5,
Fencing,-12,0,15,2,2,4,0,0,0,5,5,
Fencing,-7,0,15,8,2,4,0,0,0,5,5,
Fencing,-2,0,14,2,2,2,0,0,0,5,5,
Fencing,2,0,14,2,2,2,0,0,0,5,5,
Fencing,7,0,15,8,2,4,0,0,0,5,5,
Fencing,12,0,15,2,2,4,0,0,0,5,5,
Fencing,-2,0,-14,2,2,2,0,0,0,5,5,
Fencing,2,0,-14,2,2,2,0,0,0,5,5,
Fencing,7,0,-15,8,2,4,0,0,0,5,5,
Fencing,12,0,-15,2,2,4,0,0,0,5,5,
Fencing,15,0,-11,4,2,4,0,0,0,5,5,
Fencing,-15,0,-11,4,2,4,0,0,0,5,5,
Fencing,15,0,11,4,2,4,0,0,0,5,5,
Fencing,-15,0,11,4,2,4,0,0,0,5,5,
MovingBlock,-6,2,-11,2,2,2,0,0,0,6,2,-11,2,0,Bumper,
MovingBlock,6,2,11,2,2,2,0,0,0,-6,2,11,2,0,Bumper,
Player,10,2,7,1,1,1,0,225,0,2
Player,10,2,-7,1,1,1,0,315,0,4
Player,-10,2,-7,1,1,1,0,45,0,1
Player,-10,2,7,1,1,1,0,135,0,3
Reflector,15.5,2,0,1,2,10,0,0,0,,
Reflector,-15.5,2,0,1,2,10,0,0,0,,
